Transition(state=array([-0.5513977]), action=1, next_state=array([-0.38281483]), reward=-0.38281482779787934)
Transition(state=array([ 0.05049015]), action=0, next_state=array([ 0.03220768]), reward=-0.03220768290897039)
Transition(state=array([ 0.03220768]), action=0, next_state=array([ 0.08125569]), reward=-0.08125569464681998)
Transition(state=array([ 0.08125569]), action=0, next_state=array([ 0.02627566]), reward=-0.02627566052720723)
Transition(state=array([ 0.02627566]), action=0, next_state=array([-0.01600948]), reward=-0.016009481121335933)
Transition(state=array([-0.01600948]), action=0, next_state=array([ 0.07856292]), reward=-0.07856291708758584)
Transition(state=array([ 0.07856292]), action=0, next_state=array([ 0.14834746]), reward=-0.14834745947124411)
Transition(state=array([ 0.14834746]), action=2, next_state=array([ 0.14115742]), reward=-0.14115742117828436)
Transition(state=array([ 0.14115742]), action=2, next_state=array([ 0.13381199]), reward=-0.1338119886482003)
Transition(state=array([ 0.13381199]), action=2, next_state=array([ 0.05497851]), reward=-0.0549785073766636)
Transition(state=array([ 0.05497851]), action=0, next_state=array([ 0.05219703]), reward=-0.05219703136056687)
Transition(state=array([ 0.05219703]), action=0, next_state=array([ 0.04131244]), reward=-0.041312442185180966)
Transition(state=array([ 0.04131244]), action=0, next_state=array([ 0.01653213]), reward=-0.01653213270463162)
Transition(state=array([ 0.01653213]), action=0, next_state=array([ 0.08087228]), reward=-0.08087228065019231)
Transition(state=array([ 0.08087228]), action=0, next_state=array([ 0.10764653]), reward=-0.10764653025058854)
Transition(state=array([ 0.10764653]), action=2, next_state=array([ 0.01484865]), reward=-0.01484865351956842)
Transition(state=array([ 0.01484865]), action=0, next_state=array([ 0.05352792]), reward=-0.053527918101973423)
Transition(state=array([ 0.05352792]), action=0, next_state=array([ 0.13882804]), reward=-0.13882803724462334)
Transition(state=array([ 0.13882804]), action=2, next_state=array([ 0.04025106]), reward=-0.04025106247282695)
Transition(state=array([ 0.04025106]), action=0, next_state=array([ 0.1256089]), reward=-0.12560889855558716)
Transition(state=array([ 0.1256089]), action=2, next_state=array([-0.05816625]), reward=-0.0581662510905054)
Transition(state=array([-0.05816625]), action=0, next_state=array([-0.12349685]), reward=-0.12349684886120367)
Transition(state=array([-0.12349685]), action=1, next_state=array([-0.05958708]), reward=-0.05958708440701865)
Transition(state=array([-0.05958708]), action=0, next_state=array([-0.12054402]), reward=-0.12054402177377488)
Transition(state=array([-0.12054402]), action=1, next_state=array([-0.06210539]), reward=-0.062105393429042005)
Transition(state=array([-0.06210539]), action=0, next_state=array([-0.05983827]), reward=-0.05983826736293765)
Transition(state=array([-0.05983827]), action=0, next_state=array([-0.1237176]), reward=-0.12371759774973429)
Transition(state=array([-0.1237176]), action=1, next_state=array([-0.08094502]), reward=-0.08094502219475808)
Transition(state=array([-0.08094502]), action=0, next_state=array([-0.07096142]), reward=-0.07096142144203813)
Transition(state=array([-0.07096142]), action=0, next_state=array([ 0.02642078]), reward=-0.026420782580446195)
Transition(state=array([ 0.02642078]), action=0, next_state=array([ 0.00694679]), reward=-0.006946786203251235)
Transition(state=array([ 0.00694679]), action=0, next_state=array([-0.05520996]), reward=-0.05520995610879062)
Transition(state=array([-0.05520996]), action=0, next_state=array([-0.03306523]), reward=-0.03306523068613462)
Transition(state=array([-0.03306523]), action=0, next_state=array([-0.03269188]), reward=-0.032691882965629276)
Transition(state=array([-0.03269188]), action=0, next_state=array([ 0.03462759]), reward=-0.034627590754526316)
Transition(state=array([ 0.03462759]), action=0, next_state=array([ 0.06266792]), reward=-0.06266791965771788)
Transition(state=array([ 0.06266792]), action=0, next_state=array([ 0.11888454]), reward=-0.11888454069679345)
Transition(state=array([ 0.11888454]), action=2, next_state=array([ 0.03980044]), reward=-0.03980043604987679)
Transition(state=array([ 0.03980044]), action=0, next_state=array([ 0.08626971]), reward=-0.08626971432367436)
Transition(state=array([ 0.08626971]), action=0, next_state=array([ 0.01105971]), reward=-0.011059710377260362)
Transition(state=array([ 0.01105971]), action=0, next_state=array([ 0.02833316]), reward=-0.02833315636346145)
Transition(state=array([ 0.02833316]), action=0, next_state=array([ 0.11666085]), reward=-0.11666084753951855)
Transition(state=array([ 0.11666085]), action=2, next_state=array([-0.06458673]), reward=-0.06458673110256458)
Transition(state=array([-0.06458673]), action=0, next_state=array([ 0.01250123]), reward=-0.0125012303720652)
Transition(state=array([ 0.01250123]), action=0, next_state=array([ 0.04337017]), reward=-0.04337016831871382)
Transition(state=array([ 0.04337017]), action=0, next_state=array([ 0.1300029]), reward=-0.13000289545002547)
Transition(state=array([ 0.1300029]), action=2, next_state=array([ 0.07497625]), reward=-0.07497625178031661)
Transition(state=array([ 0.07497625]), action=0, next_state=array([ 0.03258473]), reward=-0.0325847252957998)
Transition(state=array([ 0.03258473]), action=0, next_state=array([ 0.12125251]), reward=-0.12125250866958676)
Transition(state=array([ 0.12125251]), action=2, next_state=array([ 0.03746958]), reward=-0.037469577959483996)
Transition(state=array([ 0.03746958]), action=0, next_state=array([ 0.08052721]), reward=-0.0805272112442817)
Transition(state=array([ 0.08052721]), action=0, next_state=array([-0.00479057]), reward=-0.004790568185843225)
Transition(state=array([-0.00479057]), action=0, next_state=array([ 0.04314646]), reward=-0.04314645793794623)
Transition(state=array([ 0.04314646]), action=0, next_state=array([ 0.05663877]), reward=-0.05663877487687455)
Transition(state=array([ 0.05663877]), action=0, next_state=array([ 0.13915012]), reward=-0.13915012187295062)
Transition(state=array([ 0.13915012]), action=2, next_state=array([ 0.03825727]), reward=-0.038257270134906124)
Transition(state=array([ 0.03825727]), action=0, next_state=array([ 0.12428497]), reward=-0.12428497370334296)
Transition(state=array([ 0.12428497]), action=2, next_state=array([ 0.04169738]), reward=-0.041697383961654094)
Transition(state=array([ 0.04169738]), action=0, next_state=array([ 0.06366466]), reward=-0.06366466120128213)
Transition(state=array([ 0.06366466]), action=0, next_state=array([ 0.14585799]), reward=-0.1458579918779842)
Transition(state=array([ 0.14585799]), action=2, next_state=array([ 0.06328396]), reward=-0.06328395594234851)
Transition(state=array([ 0.06328396]), action=0, next_state=array([ 0.15101943]), reward=-0.15101943423769307)
Transition(state=array([ 0.15101943]), action=2, next_state=array([ 0.13906841]), reward=-0.13906841134052142)
Transition(state=array([ 0.13906841]), action=2, next_state=array([ 0.09538506]), reward=-0.09538506191492208)
Transition(state=array([ 0.09538506]), action=0, next_state=array([ 0.16827723]), reward=-0.1682772281844107)
Transition(state=array([ 0.16827723]), action=2, next_state=array([ 0.08065639]), reward=-0.08065639308465034)
Transition(state=array([ 0.08065639]), action=0, next_state=array([ 0.05804288]), reward=-0.058042883843815306)
Transition(state=array([ 0.05804288]), action=0, next_state=array([ 0.02822022]), reward=-0.02822022377116875)
Transition(state=array([ 0.02822022]), action=0, next_state=array([ 0.07122762]), reward=-0.07122761604201584)
Transition(state=array([ 0.07122762]), action=0, next_state=array([ 0.09309488]), reward=-0.09309487760993135)
Transition(state=array([ 0.09309488]), action=0, next_state=array([-0.00614921]), reward=-0.0061492083405570025)
Transition(state=array([-0.00614921]), action=0, next_state=array([ 0.09293537]), reward=-0.09293537306671538)
Transition(state=array([ 0.09293537]), action=0, next_state=array([ 0.04211267]), reward=-0.04211267216903548)
Transition(state=array([ 0.04211267]), action=0, next_state=array([ 0.04866317]), reward=-0.04866317366683298)
Transition(state=array([ 0.04866317]), action=0, next_state=array([ 0.09318511]), reward=-0.09318510875723446)
Transition(state=array([ 0.09318511]), action=0, next_state=array([ 0.19048101]), reward=-0.19048100966710335)
Transition(state=array([ 0.19048101]), action=2, next_state=array([ 0.12919343]), reward=-0.1291934303584135)
Transition(state=array([ 0.12919343]), action=2, next_state=array([-0.02888417]), reward=-0.028884169178382824)
Transition(state=array([-0.02888417]), action=0, next_state=array([ 0.05872806]), reward=-0.05872805997129761)
Transition(state=array([ 0.05872806]), action=0, next_state=array([ 0.01872696]), reward=-0.018726960907221736)
Transition(state=array([ 0.01872696]), action=0, next_state=array([ 0.11547303]), reward=-0.11547303226350453)
Transition(state=array([ 0.11547303]), action=2, next_state=array([ 0.09222984]), reward=-0.09222984098660794)
Transition(state=array([ 0.09222984]), action=0, next_state=array([ 0.07485535]), reward=-0.07485535284977858)
Transition(state=array([ 0.07485535]), action=0, next_state=array([ 0.05285655]), reward=-0.05285654901317974)
Transition(state=array([ 0.05285655]), action=0, next_state=array([ 0.1520603]), reward=-0.15206029839411606)
Transition(state=array([ 0.1520603]), action=2, next_state=array([ 0.10976195]), reward=-0.10976194842925774)
Transition(state=array([ 0.10976195]), action=2, next_state=array([ 0.08183818]), reward=-0.08183818056409667)
Transition(state=array([ 0.08183818]), action=0, next_state=array([ 0.15504376]), reward=-0.15504376430204242)
Transition(state=array([ 0.15504376]), action=2, next_state=array([ 0.04685082]), reward=-0.0468508228350287)
Transition(state=array([ 0.04685082]), action=0, next_state=array([ 0.01562212]), reward=-0.01562212229994852)
Transition(state=array([ 0.01562212]), action=0, next_state=array([-0.05034693]), reward=-0.050346927720176245)
Transition(state=array([-0.05034693]), action=0, next_state=array([-0.13632648]), reward=-0.13632648346626064)
Transition(state=array([-0.13632648]), action=1, next_state=array([ 0.03473081]), reward=-0.034730810995581424)
Transition(state=array([ 0.03473081]), action=0, next_state=array([ 0.12515052]), reward=-0.12515051847446215)
Transition(state=array([ 0.12515052]), action=2, next_state=array([-0.0707474]), reward=-0.07074739965251804)
Transition(state=array([-0.0707474]), action=0, next_state=array([-0.06453423]), reward=-0.06453423008872643)
Transition(state=array([-0.06453423]), action=0, next_state=array([-0.06802841]), reward=-0.0680284116948237)
Transition(state=array([-0.06802841]), action=0, next_state=array([-0.0337172]), reward=-0.033717195504516746)
Transition(state=array([-0.0337172]), action=0, next_state=array([-0.04311885]), reward=-0.04311885146952472)
Transition(state=array([-0.04311885]), action=0, next_state=array([-0.11798357]), reward=-0.11798356624272224)
Transition(state=array([-0.11798357]), action=1, next_state=array([-0.10547841]), reward=-0.10547841196254318)
Transition(state=array([-0.10547841]), action=1, next_state=array([ 0.05309822]), reward=-0.053098220545030064)
Transition(state=array([ 0.05309822]), action=0, next_state=array([ 0.1178123]), reward=-0.11781229622189074)
Transition(state=array([ 0.1178123]), action=2, next_state=array([-0.04174435]), reward=-0.04174435172626778)
Transition(state=array([-0.04174435]), action=0, next_state=array([-0.0673938]), reward=-0.06739380211834509)
Transition(state=array([-0.0673938]), action=0, next_state=array([-0.03070209]), reward=-0.030702094451291413)
Transition(state=array([-0.03070209]), action=0, next_state=array([-0.04908062]), reward=-0.04908062184519275)
Transition(state=array([-0.04908062]), action=0, next_state=array([-0.0002066]), reward=-0.00020659966661464024)
Transition(state=array([-0.0002066]), action=0, next_state=array([ 0.0920893]), reward=-0.09208929981442214)
Transition(state=array([ 0.0920893]), action=0, next_state=array([ 0.13028361]), reward=-0.13028360989051024)
Transition(state=array([ 0.13028361]), action=2, next_state=array([ 0.0918068]), reward=-0.09180680262626051)
Transition(state=array([ 0.0918068]), action=0, next_state=array([ 0.16162513]), reward=-0.16162513056317007)
Transition(state=array([ 0.16162513]), action=2, next_state=array([ 0.01103421]), reward=-0.011034210856355059)
Transition(state=array([ 0.01103421]), action=0, next_state=array([ 0.05019905]), reward=-0.05019905194501096)
Transition(state=array([ 0.05019905]), action=0, next_state=array([-0.00087086]), reward=-0.0008708561047922891)
Transition(state=array([-0.00087086]), action=0, next_state=array([-0.01380348]), reward=-0.013803475683624295)
Transition(state=array([-0.01380348]), action=0, next_state=array([-0.07625815]), reward=-0.07625814812046745)
Transition(state=array([-0.07625815]), action=0, next_state=array([-0.01892065]), reward=-0.018920646682003925)
Transition(state=array([-0.01892065]), action=0, next_state=array([-0.05387512]), reward=-0.05387512299721655)
Transition(state=array([-0.05387512]), action=0, next_state=array([-0.14491265]), reward=-0.14491264868474357)
Transition(state=array([-0.14491265]), action=1, next_state=array([-0.12304957]), reward=-0.12304956622587196)
Transition(state=array([-0.12304957]), action=1, next_state=array([-0.06354793]), reward=-0.06354793386196395)
Transition(state=array([-0.06354793]), action=0, next_state=array([-0.13367217]), reward=-0.13367217432404083)
Transition(state=array([-0.13367217]), action=1, next_state=array([-0.05970289]), reward=-0.05970289450630337)
Transition(state=array([-0.05970289]), action=0, next_state=array([-0.05773167]), reward=-0.057731672527070385)
Transition(state=array([-0.05773167]), action=0, next_state=array([-0.08832746]), reward=-0.08832745663954963)
Transition(state=array([-0.08832746]), action=0, next_state=array([-0.17927742]), reward=-0.17927742106370434)
Transition(state=array([-0.17927742]), action=1, next_state=array([-0.02788566]), reward=-0.027885664782033415)
Transition(state=array([-0.02788566]), action=0, next_state=array([-0.11523081]), reward=-0.11523080741590694)
Transition(state=array([-0.11523081]), action=1, next_state=array([-0.10413805]), reward=-0.10413805192839601)
Transition(state=array([-0.10413805]), action=1, next_state=array([ 0.02106295]), reward=-0.021062945405634956)
Transition(state=array([ 0.02106295]), action=0, next_state=array([-0.07611155]), reward=-0.07611155321147318)
Transition(state=array([-0.07611155]), action=0, next_state=array([ 0.02266527]), reward=-0.02266526592530123)
Transition(state=array([ 0.02266527]), action=0, next_state=array([-0.03496667]), reward=-0.034966669977874655)
Transition(state=array([-0.03496667]), action=0, next_state=array([-0.0958212]), reward=-0.09582119775201366)
Transition(state=array([-0.0958212]), action=0, next_state=array([-0.17516167]), reward=-0.17516166506720454)
Transition(state=array([-0.17516167]), action=1, next_state=array([-0.11294393]), reward=-0.11294393050524756)
Transition(state=array([-0.11294393]), action=1, next_state=array([ 0.05704816]), reward=-0.05704816287775008)
Transition(state=array([ 0.05704816]), action=0, next_state=array([ 0.06090845]), reward=-0.060908445907305334)
Transition(state=array([ 0.06090845]), action=0, next_state=array([ -3.05386795e-05]), reward=-3.0538679474181873e-05)
Transition(state=array([ -3.05386795e-05]), action=0, next_state=array([-0.04535231]), reward=-0.045352308320133664)
Transition(state=array([-0.04535231]), action=0, next_state=array([-0.02012478]), reward=-0.020124784308891665)
Transition(state=array([-0.02012478]), action=0, next_state=array([-0.0101882]), reward=-0.01018819899446728)
Transition(state=array([-0.0101882]), action=0, next_state=array([ 0.03649149]), reward=-0.03649148704702332)
Transition(state=array([ 0.03649149]), action=0, next_state=array([ 0.05100582]), reward=-0.05100582489471246)
Transition(state=array([ 0.05100582]), action=0, next_state=array([-0.01509653]), reward=-0.015096528115320293)
Transition(state=array([-0.01509653]), action=0, next_state=array([-0.0291194]), reward=-0.02911939658850133)
Transition(state=array([-0.0291194]), action=0, next_state=array([ 0.05824237]), reward=-0.05824237431194416)
Transition(state=array([ 0.05824237]), action=0, next_state=array([ 0.0084483]), reward=-0.00844829646618906)
Transition(state=array([ 0.0084483]), action=0, next_state=array([-0.03855755]), reward=-0.03855755375659317)
Transition(state=array([-0.03855755]), action=0, next_state=array([-0.00530596]), reward=-0.005305962977185233)
Transition(state=array([-0.00530596]), action=0, next_state=array([-0.07725021]), reward=-0.07725021262476288)
Transition(state=array([-0.07725021]), action=0, next_state=array([-0.06178968]), reward=-0.06178967558431811)
Transition(state=array([-0.06178968]), action=0, next_state=array([-0.07556826]), reward=-0.075568262011393)
Transition(state=array([-0.07556826]), action=0, next_state=array([ 0.00634587]), reward=-0.00634586749224203)
Transition(state=array([ 0.00634587]), action=0, next_state=array([ 0.01375674]), reward=-0.013756736009075843)
Transition(state=array([ 0.01375674]), action=0, next_state=array([ 0.02000721]), reward=-0.020007207247233382)
Transition(state=array([ 0.02000721]), action=0, next_state=array([ 0.08894758]), reward=-0.08894757943787768)
Transition(state=array([-0.55510919]), action=1, next_state=array([-0.43258276]), reward=-0.4325827606277154)
Transition(state=array([-0.43258276]), action=1, next_state=array([-0.32316034]), reward=-0.32316033597814153)
Transition(state=array([-0.32316034]), action=1, next_state=array([-0.27456116]), reward=-0.27456116051374924)
Transition(state=array([-0.27456116]), action=1, next_state=array([-0.22116]), reward=-0.2211600021169867)
Transition(state=array([-0.22116]), action=1, next_state=array([-0.19237763]), reward=-0.192377633542806)
Transition(state=array([-0.19237763]), action=1, next_state=array([-0.10788315]), reward=-0.1078831473026706)
Transition(state=array([-0.10788315]), action=1, next_state=array([ 0.00320802]), reward=-0.0032080203594167384)
Transition(state=array([ 0.00320802]), action=0, next_state=array([ 0.01742074]), reward=-0.017420740649953224)
Transition(state=array([ 0.01742074]), action=0, next_state=array([-0.05148013]), reward=-0.05148013070688269)
Transition(state=array([-0.05148013]), action=0, next_state=array([ 0.01190014]), reward=-0.011900143372607835)
Transition(state=array([ 0.01190014]), action=0, next_state=array([-0.06261307]), reward=-0.0626130738237707)
Transition(state=array([-0.06261307]), action=0, next_state=array([-0.03070504]), reward=-0.030705035845035804)
Transition(state=array([-0.03070504]), action=0, next_state=array([-0.0998047]), reward=-0.0998046978932671)
Transition(state=array([-0.0998047]), action=0, next_state=array([-0.18903614]), reward=-0.18903613778595815)
Transition(state=array([-0.18903614]), action=1, next_state=array([-0.1175657]), reward=-0.11756570377829029)
Transition(state=array([-0.1175657]), action=1, next_state=array([-0.04149466]), reward=-0.04149466149798989)
Transition(state=array([-0.04149466]), action=0, next_state=array([-0.00061845]), reward=-0.0006184533771602663)
Transition(state=array([-0.00061845]), action=0, next_state=array([ 0.00518524]), reward=-0.005185244167187797)
Transition(state=array([ 0.00518524]), action=0, next_state=array([-0.05683931]), reward=-0.05683930587471047)
Transition(state=array([-0.05683931]), action=0, next_state=array([-0.0592881]), reward=-0.059288099208296564)
Transition(state=array([-0.0592881]), action=0, next_state=array([-0.0166982]), reward=-0.01669820231094192)
Transition(state=array([-0.0166982]), action=0, next_state=array([-0.08496209]), reward=-0.08496208661658036)
Transition(state=array([-0.08496209]), action=0, next_state=array([-0.01759008]), reward=-0.0175900815503625)
Transition(state=array([-0.01759008]), action=0, next_state=array([ 0.07410752]), reward=-0.07410752078430555)
Transition(state=array([ 0.07410752]), action=0, next_state=array([ 0.08447591]), reward=-0.08447590539367764)
Transition(state=array([ 0.08447591]), action=0, next_state=array([ 0.02518693]), reward=-0.025186934798929472)
Transition(state=array([ 0.02518693]), action=0, next_state=array([ 0.10149335]), reward=-0.10149334576167558)
Transition(state=array([ 0.10149335]), action=2, next_state=array([ 0.09713661]), reward=-0.09713660970954224)
Transition(state=array([ 0.09713661]), action=0, next_state=array([ 0.06398658]), reward=-0.06398658139134722)
Transition(state=array([ 0.06398658]), action=0, next_state=array([-0.02236353]), reward=-0.02236352976104318)
Transition(state=array([-0.02236353]), action=0, next_state=array([-0.02413361]), reward=-0.024133610212523884)
Transition(state=array([-0.02413361]), action=0, next_state=array([-0.08674224]), reward=-0.08674223830753115)
Transition(state=array([-0.08674224]), action=0, next_state=array([ 0.00619565]), reward=-0.0061956498012037675)
Transition(state=array([ 0.00619565]), action=0, next_state=array([ 0.07017507]), reward=-0.07017507251588659)
Transition(state=array([ 0.07017507]), action=0, next_state=array([ 0.15081776]), reward=-0.1508177580422248)
Transition(state=array([ 0.15081776]), action=2, next_state=array([ 0.13589157]), reward=-0.13589156986340103)
Transition(state=array([ 0.13589157]), action=2, next_state=array([ 0.12055089]), reward=-0.12055088528974378)
Transition(state=array([ 0.12055089]), action=2, next_state=array([ 0.09205338]), reward=-0.09205337691505741)
Transition(state=array([ 0.09205338]), action=0, next_state=array([ 0.0612941]), reward=-0.06129410143655557)
Transition(state=array([ 0.0612941]), action=0, next_state=array([ 0.029938]), reward=-0.029937997335161663)
Transition(state=array([ 0.029938]), action=0, next_state=array([-0.00946532]), reward=-0.009465319214986799)
Transition(state=array([-0.00946532]), action=0, next_state=array([-0.05100676]), reward=-0.051006757984032036)
Transition(state=array([-0.05100676]), action=0, next_state=array([-0.11373208]), reward=-0.11373208055886334)
Transition(state=array([-0.11373208]), action=1, next_state=array([ 0.01401731]), reward=-0.014017314777594395)
Transition(state=array([ 0.01401731]), action=0, next_state=array([-0.0509047]), reward=-0.05090469986267411)
Transition(state=array([-0.0509047]), action=0, next_state=array([-0.1276933]), reward=-0.12769329997702328)
Transition(state=array([-0.1276933]), action=1, next_state=array([-0.00331785]), reward=-0.0033178530883698487)
Transition(state=array([-0.00331785]), action=0, next_state=array([-0.03458234]), reward=-0.03458233762846741)
Transition(state=array([-0.03458234]), action=0, next_state=array([-0.08058486]), reward=-0.08058485715888913)
Transition(state=array([-0.08058486]), action=0, next_state=array([-0.02311693]), reward=-0.02311692702719282)
Transition(state=array([-0.02311693]), action=0, next_state=array([ 0.0647341]), reward=-0.06473409779985184)
Transition(state=array([ 0.0647341]), action=0, next_state=array([ 0.12410438]), reward=-0.12410438347283087)
Transition(state=array([ 0.12410438]), action=2, next_state=array([ 0.06911702]), reward=-0.06911702092241664)
Transition(state=array([ 0.06911702]), action=0, next_state=array([ 0.00934917]), reward=-0.009349169055602694)
Transition(state=array([ 0.00934917]), action=0, next_state=array([-0.03871722]), reward=-0.03871721989443507)
Transition(state=array([-0.03871722]), action=0, next_state=array([-0.04965091]), reward=-0.04965090783936804)
Transition(state=array([-0.04965091]), action=0, next_state=array([-0.14745375]), reward=-0.14745375194488083)
Transition(state=array([-0.14745375]), action=1, next_state=array([-0.05228309]), reward=-0.05228309457192851)
Transition(state=array([-0.05228309]), action=0, next_state=array([-0.05112763]), reward=-0.05112762695869138)
Transition(state=array([-0.05112763]), action=0, next_state=array([-0.11249904]), reward=-0.11249904426540505)
Transition(state=array([-0.11249904]), action=1, next_state=array([-0.05287813]), reward=-0.05287813265285132)
Transition(state=array([-0.05287813]), action=0, next_state=array([ 0.02544016]), reward=-0.025440156748520057)
Transition(state=array([ 0.02544016]), action=0, next_state=array([-0.02410728]), reward=-0.024107280436198045)
Transition(state=array([-0.02410728]), action=0, next_state=array([-0.00714513]), reward=-0.007145134366737995)
Transition(state=array([-0.00714513]), action=0, next_state=array([ 0.04301848]), reward=-0.04301848174228998)
Transition(state=array([ 0.04301848]), action=0, next_state=array([-0.03955233]), reward=-0.03955233299541065)
Transition(state=array([-0.03955233]), action=0, next_state=array([-0.13165393]), reward=-0.13165392593688602)
Transition(state=array([-0.13165393]), action=1, next_state=array([ 0.0408824]), reward=-0.04088239526483613)
Transition(state=array([ 0.0408824]), action=0, next_state=array([-0.05738919]), reward=-0.05738918685420427)
Transition(state=array([-0.05738919]), action=0, next_state=array([-0.15469382]), reward=-0.1546938173012763)
Transition(state=array([-0.15469382]), action=1, next_state=array([-0.07615581]), reward=-0.07615581274539737)
Transition(state=array([-0.07615581]), action=0, next_state=array([-0.09027773]), reward=-0.0902777279199059)
Transition(state=array([-0.09027773]), action=0, next_state=array([-0.12801669]), reward=-0.12801668519899678)
Transition(state=array([-0.12801669]), action=1, next_state=array([-0.08463189]), reward=-0.08463189182382144)
Transition(state=array([-0.08463189]), action=0, next_state=array([ 0.01335524]), reward=-0.013355235167890514)
Transition(state=array([ 0.01335524]), action=0, next_state=array([ 0.0708318]), reward=-0.07083179651395588)
Transition(state=array([ 0.0708318]), action=0, next_state=array([ 0.12379655]), reward=-0.12379655497035588)
Transition(state=array([ 0.12379655]), action=2, next_state=array([ 0.00380745]), reward=-0.0038074494849222595)
Transition(state=array([ 0.00380745]), action=0, next_state=array([ 0.09288845]), reward=-0.0928884477022371)
Transition(state=array([ 0.09288845]), action=0, next_state=array([ 0.12853248]), reward=-0.12853248403542245)
Transition(state=array([ 0.12853248]), action=2, next_state=array([-0.05288332]), reward=-0.05288331966610098)
Transition(state=array([-0.05288332]), action=0, next_state=array([-0.00973551]), reward=-0.009735513819914395)
Transition(state=array([-0.00973551]), action=0, next_state=array([ 0.01874276]), reward=-0.01874275692897474)
Transition(state=array([ 0.01874276]), action=0, next_state=array([ 0.09226998]), reward=-0.09226997679913283)
Transition(state=array([ 0.09226998]), action=0, next_state=array([ 0.09812869]), reward=-0.0981286896577816)
Transition(state=array([ 0.09812869]), action=0, next_state=array([ 0.19251985]), reward=-0.19251985276095096)
Transition(state=array([ 0.19251985]), action=2, next_state=array([ 0.1577031]), reward=-0.15770310142875113)
Transition(state=array([ 0.1577031]), action=2, next_state=array([-0.00192722]), reward=-0.0019272196334831349)
Transition(state=array([-0.00192722]), action=0, next_state=array([ 0.01885821]), reward=-0.018858213857114427)
Transition(state=array([ 0.01885821]), action=0, next_state=array([ 0.10292855]), reward=-0.10292854592519979)
Transition(state=array([ 0.10292855]), action=2, next_state=array([-0.05477948]), reward=-0.05477947644269818)
Transition(state=array([-0.05477948]), action=0, next_state=array([ 0.03805133]), reward=-0.03805133194041489)
Transition(state=array([ 0.03805133]), action=0, next_state=array([ 0.11398446]), reward=-0.1139844591179963)
Transition(state=array([ 0.11398446]), action=2, next_state=array([-0.07282001]), reward=-0.07282000611210103)
Transition(state=array([-0.07282001]), action=0, next_state=array([ 0.01410242]), reward=-0.014102423147109092)
Transition(state=array([ 0.01410242]), action=0, next_state=array([-0.07255889]), reward=-0.07255888652253563)
Transition(state=array([-0.07255889]), action=0, next_state=array([-0.04805027]), reward=-0.04805027227040385)
Transition(state=array([-0.04805027]), action=0, next_state=array([-0.00574155]), reward=-0.00574154854492271)
Transition(state=array([-0.00574155]), action=0, next_state=array([-0.09411087]), reward=-0.09411086640205785)
Transition(state=array([-0.09411087]), action=0, next_state=array([-0.02919718]), reward=-0.02919717731223491)
Transition(state=array([-0.02919718]), action=0, next_state=array([ 0.06310708]), reward=-0.06310708045166581)
Transition(state=array([ 0.06310708]), action=0, next_state=array([ 0.08245939]), reward=-0.08245938628500302)
Transition(state=array([ 0.08245939]), action=0, next_state=array([ 0.05903329]), reward=-0.059033292839257664)
Transition(state=array([ 0.05903329]), action=0, next_state=array([ 0.01564701]), reward=-0.015647011871848596)
Transition(state=array([ 0.01564701]), action=0, next_state=array([ 0.03455299]), reward=-0.03455298777395798)
Transition(state=array([ 0.03455299]), action=0, next_state=array([ 0.06859729]), reward=-0.06859728623671713)
Transition(state=array([ 0.06859729]), action=0, next_state=array([ 0.09658706]), reward=-0.0965870616377672)
Transition(state=array([ 0.09658706]), action=0, next_state=array([ 0.15180135]), reward=-0.1518013545100397)
Transition(state=array([ 0.15180135]), action=2, next_state=array([ 0.00731853]), reward=-0.007318531662307767)
Transition(state=array([ 0.00731853]), action=0, next_state=array([-0.02085292]), reward=-0.020852922640983877)
Transition(state=array([-0.02085292]), action=0, next_state=array([-0.06365881]), reward=-0.06365881126651302)
Transition(state=array([-0.06365881]), action=0, next_state=array([-0.09884375]), reward=-0.09884375276049154)
Transition(state=array([-0.09884375]), action=0, next_state=array([-0.01154545]), reward=-0.011545447783845836)
Transition(state=array([-0.01154545]), action=0, next_state=array([-0.09153047]), reward=-0.0915304729571644)
Transition(state=array([-0.09153047]), action=0, next_state=array([-0.16682746]), reward=-0.16682746212618765)
Transition(state=array([-0.16682746]), action=1, next_state=array([-0.02192396]), reward=-0.021923955200548684)
Transition(state=array([-0.02192396]), action=0, next_state=array([-0.08481192]), reward=-0.08481192021359026)
Transition(state=array([-0.08481192]), action=0, next_state=array([ 0.0092026]), reward=-0.009202596001978286)
Transition(state=array([ 0.0092026]), action=0, next_state=array([-0.01116608]), reward=-0.011166075243452853)
Transition(state=array([-0.01116608]), action=0, next_state=array([-0.05698387]), reward=-0.056983869202781576)
Transition(state=array([-0.05698387]), action=0, next_state=array([ 0.03949622]), reward=-0.03949621834582816)
Transition(state=array([ 0.03949622]), action=0, next_state=array([ 0.02660988]), reward=-0.02660987627389158)
Transition(state=array([ 0.02660988]), action=0, next_state=array([ 0.10740498]), reward=-0.10740497909361327)
Transition(state=array([ 0.10740498]), action=2, next_state=array([-0.03739865]), reward=-0.037398653836888146)
Transition(state=array([-0.03739865]), action=0, next_state=array([-0.10694192]), reward=-0.10694191839656722)
Transition(state=array([-0.10694192]), action=1, next_state=array([ 0.04366388]), reward=-0.043663880254331724)
Transition(state=array([ 0.04366388]), action=0, next_state=array([-0.0291184]), reward=-0.02911840323546637)
