Transition(state=array([ 0.14800801, -0.50084984]), action=3, next_state=array([-0.01572656, -0.55180145]), reward=-0.5518014543660551)
Transition(state=array([-0.04008382, -0.00249973]), action=1, next_state=array([-0.0981448 , -0.18639723]), reward=-0.18639723012285608)
Transition(state=array([-0.0981448 , -0.18639723]), action=1, next_state=array([ 0.16074939, -0.37914491]), reward=-0.3791449085957863)
Transition(state=array([ 0.16074939, -0.37914491]), action=3, next_state=array([ 0.2727272, -0.2148541]), reward=-0.27272720467062295)
Transition(state=array([ 0.2727272, -0.2148541]), action=2, next_state=array([ 0.05904135, -0.16433362]), reward=-0.1643336196218635)
Transition(state=array([ 0.05904135, -0.16433362]), action=3, next_state=array([0.18033695, 0.06433911]), reward=-0.18033694545364043)
Transition(state=array([0.18033695, 0.06433911]), action=2, next_state=array([0.01120776, 0.00749944]), reward=-0.011207764915188323)
Transition(state=array([0.01120776, 0.00749944]), action=1, next_state=array([ 0.09273579, -0.0102586 ]), reward=-0.09273579401292921)
Transition(state=array([ 0.09273579, -0.0102586 ]), action=0, next_state=array([0.23245681, 0.07928699]), reward=-0.2324568068888278)
Transition(state=array([0.23245681, 0.07928699]), action=2, next_state=array([0.08925334, 0.00760261]), reward=-0.08925333808897418)
Transition(state=array([0.08925334, 0.00760261]), action=0, next_state=array([ 0.22981026, -0.01203131]), reward=-0.22981026011917569)
Transition(state=array([ 0.22981026, -0.01203131]), action=2, next_state=array([ 0.23463023, -0.00109588]), reward=-0.23463022706849054)
Transition(state=array([ 0.23463023, -0.00109588]), action=2, next_state=array([ 0.21620854, -0.01066896]), reward=-0.21620853661367564)
Transition(state=array([ 0.21620854, -0.01066896]), action=2, next_state=array([0.04926871, 0.18661291]), reward=-0.18661290546515255)
Transition(state=array([0.04926871, 0.18661291]), action=4, next_state=array([-0.15049992, -0.06016058]), reward=-0.15049991865042026)
Transition(state=array([-0.15049992, -0.06016058]), action=1, next_state=array([-0.0153343, -0.1787792]), reward=-0.17877920301703434)
Transition(state=array([-0.0153343, -0.1787792]), action=1, next_state=array([-0.09529461, -0.21000253]), reward=-0.21000253335097846)
Transition(state=array([-0.09529461, -0.21000253]), action=1, next_state=array([-0.00287279, -0.11335025]), reward=-0.11335025065303268)
Transition(state=array([-0.00287279, -0.11335025]), action=1, next_state=array([ 0.10810878, -0.03338391]), reward=-0.10810877921050424)
Transition(state=array([ 0.10810878, -0.03338391]), action=0, next_state=array([-0.04440976,  0.0818049 ]), reward=-0.08180489806298684)
Transition(state=array([-0.04440976,  0.0818049 ]), action=1, next_state=array([0.22093297, 0.02167886]), reward=-0.2209329666645991)
Transition(state=array([0.22093297, 0.02167886]), action=2, next_state=array([ 0.08008337, -0.00787369]), reward=-0.08008337190638709)
Transition(state=array([ 0.08008337, -0.00787369]), action=0, next_state=array([ 0.06829148, -0.15700521]), reward=-0.15700521156736158)
Transition(state=array([ 0.06829148, -0.15700521]), action=3, next_state=array([ 0.0118424 , -0.13330699]), reward=-0.13330698614767691)
Transition(state=array([ 0.0118424 , -0.13330699]), action=1, next_state=array([ 0.25753817, -0.19903364]), reward=-0.2575381650346663)
Transition(state=array([ 0.25753817, -0.19903364]), action=2, next_state=array([ 0.29685209, -0.07225676]), reward=-0.29685209352195296)
Transition(state=array([ 0.29685209, -0.07225676]), action=2, next_state=array([ 0.3348935 , -0.22154935]), reward=-0.33489350125572803)
Transition(state=array([ 0.3348935 , -0.22154935]), action=2, next_state=array([ 0.16288416, -0.32542333]), reward=-0.32542332725855816)
Transition(state=array([ 0.16288416, -0.32542333]), action=3, next_state=array([ 0.23081008, -0.41885999]), reward=-0.41885998705100635)
Transition(state=array([ 0.23081008, -0.41885999]), action=3, next_state=array([ 0.30793829, -0.38639836]), reward=-0.3863983599974218)
Transition(state=array([ 0.30793829, -0.38639836]), action=3, next_state=array([ 0.321054 , -0.3264067]), reward=-0.3264067032348281)
Transition(state=array([ 0.321054 , -0.3264067]), action=3, next_state=array([ 0.27840095, -0.20199402]), reward=-0.2784009534544616)
Transition(state=array([ 0.27840095, -0.20199402]), action=2, next_state=array([ 0.36249674, -0.02027183]), reward=-0.3624967418063815)
Transition(state=array([ 0.36249674, -0.02027183]), action=2, next_state=array([ 0.37603012, -0.06982575]), reward=-0.37603011855849733)
Transition(state=array([ 0.37603012, -0.06982575]), action=2, next_state=array([ 0.26491416, -0.1597393 ]), reward=-0.2649141605327817)
Transition(state=array([ 0.26491416, -0.1597393 ]), action=2, next_state=array([ 0.03501288, -0.24605091]), reward=-0.24605091189713993)
Transition(state=array([ 0.03501288, -0.24605091]), action=3, next_state=array([ 0.20405257, -0.14280442]), reward=-0.20405256873970853)
Transition(state=array([ 0.20405257, -0.14280442]), action=2, next_state=array([-0.05316225, -0.2393783 ]), reward=-0.23937830257052334)
Transition(state=array([-0.05316225, -0.2393783 ]), action=3, next_state=array([-0.15858473, -0.17581295]), reward=-0.1758129510516652)
Transition(state=array([-0.15858473, -0.17581295]), action=1, next_state=array([0.10545964, 0.01081105]), reward=-0.10545964080430117)
Transition(state=array([0.10545964, 0.01081105]), action=0, next_state=array([0.2903638 , 0.19131188]), reward=-0.2903637988461207)
Transition(state=array([0.2903638 , 0.19131188]), action=2, next_state=array([0.18460557, 0.05972227]), reward=-0.18460556920637014)
Transition(state=array([0.18460557, 0.05972227]), action=2, next_state=array([0.12351029, 0.11526035]), reward=-0.12351028642522752)
Transition(state=array([0.12351029, 0.11526035]), action=4, next_state=array([ 0.02182046, -0.06605766]), reward=-0.06605765624406508)
Transition(state=array([ 0.02182046, -0.06605766]), action=1, next_state=array([ 0.14247114, -0.04201672]), reward=-0.1424711441178111)
Transition(state=array([ 0.14247114, -0.04201672]), action=2, next_state=array([0.04177436, 0.04688814]), reward=-0.046888143435275975)
Transition(state=array([0.04177436, 0.04688814]), action=0, next_state=array([0.04177895, 0.09267744]), reward=-0.09267744459450486)
Transition(state=array([0.04177895, 0.09267744]), action=4, next_state=array([ 0.19067927, -0.15552763]), reward=-0.1906792656582842)
Transition(state=array([ 0.19067927, -0.15552763]), action=2, next_state=array([-0.08402371, -0.00057408]), reward=-0.08402371389245453)
Transition(state=array([-0.08402371, -0.00057408]), action=1, next_state=array([-0.03742664,  0.08755467]), reward=-0.08755467274561599)
Transition(state=array([-0.03742664,  0.08755467]), action=1, next_state=array([0.1512544 , 0.19982705]), reward=-0.1998270453916646)
Transition(state=array([0.1512544 , 0.19982705]), action=4, next_state=array([0.34814386, 0.28631018]), reward=-0.34814385562386463)
Transition(state=array([0.34814386, 0.28631018]), action=2, next_state=array([0.25738648, 0.215245  ]), reward=-0.25738647958003646)
Transition(state=array([0.25738648, 0.215245  ]), action=2, next_state=array([0.28077431, 0.35168856]), reward=-0.3516885613839646)
Transition(state=array([0.28077431, 0.35168856]), action=4, next_state=array([0.3483636 , 0.40654814]), reward=-0.40654813612772045)
Transition(state=array([0.3483636 , 0.40654814]), action=4, next_state=array([0.18912693, 0.37652983]), reward=-0.3765298304483017)
Transition(state=array([0.18912693, 0.37652983]), action=4, next_state=array([0.24475644, 0.1226477 ]), reward=-0.24475643924387286)
Transition(state=array([0.24475644, 0.1226477 ]), action=2, next_state=array([0.11601229, 0.20596659]), reward=-0.20596658523862016)
Transition(state=array([0.11601229, 0.20596659]), action=4, next_state=array([-0.08287231,  0.02450336]), reward=-0.08287230616880656)
Transition(state=array([-0.08287231,  0.02450336]), action=1, next_state=array([-0.16218568, -0.0112473 ]), reward=-0.16218568372574624)
Transition(state=array([-0.16218568, -0.0112473 ]), action=1, next_state=array([-0.01021908,  0.15916933]), reward=-0.1591693329238953)
Transition(state=array([-0.01021908,  0.15916933]), action=4, next_state=array([-0.14108375,  0.23279867]), reward=-0.2327986740631712)
Transition(state=array([-0.14108375,  0.23279867]), action=4, next_state=array([-0.25825   ,  0.12025541]), reward=-0.25824999972494944)
Transition(state=array([-0.25825   ,  0.12025541]), action=1, next_state=array([-0.29502958,  0.25505326]), reward=-0.2950295817762122)
Transition(state=array([-0.29502958,  0.25505326]), action=1, next_state=array([-0.19512364,  0.11231132]), reward=-0.195123641366559)
Transition(state=array([-0.19512364,  0.11231132]), action=1, next_state=array([-0.16029031,  0.02434703]), reward=-0.160290313684698)
Transition(state=array([-0.16029031,  0.02434703]), action=1, next_state=array([-0.25092229, -0.12764487]), reward=-0.25092228963240504)
Transition(state=array([-0.25092229, -0.12764487]), action=1, next_state=array([ 0.01665683, -0.16672958]), reward=-0.1667295783716576)
Transition(state=array([ 0.01665683, -0.16672958]), action=3, next_state=array([-0.06069831, -0.10152289]), reward=-0.10152289339139642)
Transition(state=array([-0.06069831, -0.10152289]), action=1, next_state=array([ 0.05276808, -0.13792342]), reward=-0.13792342082241668)
Transition(state=array([ 0.05276808, -0.13792342]), action=3, next_state=array([ 0.00646968, -0.19551819]), reward=-0.19551819475197726)
Transition(state=array([ 0.00646968, -0.19551819]), action=3, next_state=array([0.06676412, 0.05112859]), reward=-0.06676412315502692)
Transition(state=array([0.06676412, 0.05112859]), action=0, next_state=array([-0.08959483,  0.04293221]), reward=-0.08959482959754872)
Transition(state=array([-0.08959483,  0.04293221]), action=1, next_state=array([0.03097016, 0.1577023 ]), reward=-0.15770230294504803)
Transition(state=array([0.03097016, 0.1577023 ]), action=4, next_state=array([ 0.21553369, -0.14059994]), reward=-0.21553368659038102)
Transition(state=array([ 0.21553369, -0.14059994]), action=2, next_state=array([ 0.18688056, -0.00901663]), reward=-0.18688055692833064)
Transition(state=array([ 0.18688056, -0.00901663]), action=2, next_state=array([0.02447681, 0.06530838]), reward=-0.06530838351796096)
Transition(state=array([0.02447681, 0.06530838]), action=0, next_state=array([0.18658041, 0.04613659]), reward=-0.18658041446746793)
Transition(state=array([0.18658041, 0.04613659]), action=2, next_state=array([0.22725759, 0.04081929]), reward=-0.22725758829693385)
Transition(state=array([0.22725759, 0.04081929]), action=2, next_state=array([ 0.2904329 , -0.01705084]), reward=-0.2904329032522628)
Transition(state=array([ 0.2904329 , -0.01705084]), action=2, next_state=array([ 0.04534281, -0.00754639]), reward=-0.04534281193759171)
Transition(state=array([ 0.04534281, -0.00754639]), action=0, next_state=array([0.12644499, 0.04577682]), reward=-0.12644498589167952)
Transition(state=array([0.12644499, 0.04577682]), action=2, next_state=array([-0.01841822, -0.00792101]), reward=-0.018418218526609825)
Transition(state=array([-0.01841822, -0.00792101]), action=1, next_state=array([-0.0010611 ,  0.17751883]), reward=-0.17751882746907277)
Transition(state=array([-0.0010611 ,  0.17751883]), action=4, next_state=array([ 0.08973179, -0.08748069]), reward=-0.08973179172468591)
Transition(state=array([ 0.08973179, -0.08748069]), action=0, next_state=array([ 0.06873815, -0.19059737]), reward=-0.19059736940256874)
Transition(state=array([ 0.06873815, -0.19059737]), action=3, next_state=array([ 0.212344  , -0.12858452]), reward=-0.2123439997230876)
Transition(state=array([ 0.212344  , -0.12858452]), action=2, next_state=array([-7.90575186e-02, -3.92509726e-05]), reward=-0.07905751859493668)
Transition(state=array([-7.90575186e-02, -3.92509726e-05]), action=1, next_state=array([-0.00874468,  0.09615418]), reward=-0.0961541824777125)
Transition(state=array([-0.00874468,  0.09615418]), action=1, next_state=array([-0.03074268,  0.26923607]), reward=-0.26923607187161414)
Transition(state=array([-0.03074268,  0.26923607]), action=4, next_state=array([-0.210275  ,  0.16346506]), reward=-0.21027500366446508)
Transition(state=array([-0.210275  ,  0.16346506]), action=1, next_state=array([0.0320089 , 0.07648652]), reward=-0.07648651574286894)
Transition(state=array([0.0320089 , 0.07648652]), action=0, next_state=array([-0.01269658,  0.23549191]), reward=-0.23549191135218628)
Transition(state=array([-0.01269658,  0.23549191]), action=4, next_state=array([-0.03696639,  0.23195526]), reward=-0.23195525639085887)
Transition(state=array([-0.03696639,  0.23195526]), action=4, next_state=array([-0.07382527,  0.04953807]), reward=-0.07382527193908181)
Transition(state=array([-0.07382527,  0.04953807]), action=1, next_state=array([-0.10189526,  0.04607891]), reward=-0.10189526197606694)
Transition(state=array([-0.10189526,  0.04607891]), action=1, next_state=array([-0.13418887, -0.06356549]), reward=-0.13418887125212764)
Transition(state=array([-0.13418887, -0.06356549]), action=1, next_state=array([-0.00238869, -0.1849849 ]), reward=-0.1849849030378189)
Transition(state=array([-0.00238869, -0.1849849 ]), action=1, next_state=array([ 0.29413314, -0.35939397]), reward=-0.35939396878255037)
Transition(state=array([ 0.29413314, -0.35939397]), action=3, next_state=array([ 0.48698706, -0.13966284]), reward=-0.4869870594314346)
Transition(state=array([ 0.48698706, -0.13966284]), action=2, next_state=array([ 0.21414574, -0.33408355]), reward=-0.33408355339027107)
Transition(state=array([ 0.21414574, -0.33408355]), action=3, next_state=array([ 0.30650305, -0.30815888]), reward=-0.30815888272868985)
Transition(state=array([ 0.30650305, -0.30815888]), action=3, next_state=array([ 0.32845442, -0.06054867]), reward=-0.3284544248806497)
Transition(state=array([ 0.32845442, -0.06054867]), action=2, next_state=array([0.04657155, 0.04940448]), reward=-0.04940447524494876)
Transition(state=array([0.04657155, 0.04940448]), action=0, next_state=array([-0.03569981, -0.0323487 ]), reward=-0.03569980983448322)
Transition(state=array([-0.03569981, -0.0323487 ]), action=1, next_state=array([ 0.1137446, -0.0306332]), reward=-0.11374459652516902)
Transition(state=array([ 0.1137446, -0.0306332]), action=0, next_state=array([0.0465899 , 0.15167008]), reward=-0.1516700761798536)
Transition(state=array([0.0465899 , 0.15167008]), action=4, next_state=array([ 0.10812045, -0.14324275]), reward=-0.14324274826449954)
Transition(state=array([ 0.10812045, -0.14324275]), action=3, next_state=array([ 0.20202767, -0.01529736]), reward=-0.20202767464422394)
Transition(state=array([ 0.20202767, -0.01529736]), action=2, next_state=array([0.21020863, 0.03826252]), reward=-0.21020862688169925)
Transition(state=array([0.21020863, 0.03826252]), action=2, next_state=array([0.11839093, 0.02216579]), reward=-0.11839093127310812)
Transition(state=array([0.11839093, 0.02216579]), action=0, next_state=array([ 0.05601412, -0.00785758]), reward=-0.05601412114702805)
Transition(state=array([ 0.05601412, -0.00785758]), action=0, next_state=array([0.06848009, 0.10385666]), reward=-0.10385666259170864)
Transition(state=array([0.06848009, 0.10385666]), action=4, next_state=array([0.22455755, 0.07854295]), reward=-0.22455755106942082)
Transition(state=array([0.22455755, 0.07854295]), action=2, next_state=array([0.02367771, 0.27133578]), reward=-0.27133577772769746)
Transition(state=array([0.02367771, 0.27133578]), action=4, next_state=array([-0.07573064,  0.14461586]), reward=-0.14461585635874127)
Transition(state=array([-0.07573064,  0.14461586]), action=1, next_state=array([-0.00866732,  0.01172912]), reward=-0.011729117003487)
Transition(state=array([-0.00866732,  0.01172912]), action=1, next_state=array([0.28507711, 0.13802929]), reward=-0.2850771078447394)
Transition(state=array([0.28507711, 0.13802929]), action=2, next_state=array([0.04885469, 0.02604709]), reward=-0.048854693399802224)
Transition(state=array([0.04885469, 0.02604709]), action=0, next_state=array([-0.04883503, -0.1514827 ]), reward=-0.15148270231797334)
Transition(state=array([-0.04883503, -0.1514827 ]), action=1, next_state=array([-0.13843074,  0.01842692]), reward=-0.13843073908740125)
Transition(state=array([-0.13843074,  0.01842692]), action=1, next_state=array([-0.05050149,  0.10987633]), reward=-0.10987633151219477)
Transition(state=array([-0.05050149,  0.10987633]), action=1, next_state=array([-0.0505039 ,  0.07892933]), reward=-0.0789293295326302)
Transition(state=array([-0.0505039 ,  0.07892933]), action=1, next_state=array([0.22866775, 0.07028519]), reward=-0.22866774771687948)
Transition(state=array([0.22866775, 0.07028519]), action=2, next_state=array([ 0.07272717, -0.03047555]), reward=-0.07272717244371218)
Transition(state=array([ 0.07272717, -0.03047555]), action=0, next_state=array([-0.11928832, -0.06077467]), reward=-0.11928831920504068)
Transition(state=array([-0.11928832, -0.06077467]), action=1, next_state=array([-0.05017649, -0.14807937]), reward=-0.14807937201086555)
Transition(state=array([-0.05017649, -0.14807937]), action=1, next_state=array([-0.12882636, -0.0363831 ]), reward=-0.1288263609703156)
Transition(state=array([-0.12882636, -0.0363831 ]), action=1, next_state=array([-0.20312844, -0.2105765 ]), reward=-0.2105765027834727)
Transition(state=array([-0.20312844, -0.2105765 ]), action=1, next_state=array([-0.04417564, -0.16508069]), reward=-0.16508068563238398)
Transition(state=array([-0.04417564, -0.16508069]), action=1, next_state=array([-0.07888488, -0.35388626]), reward=-0.3538862625734793)
Transition(state=array([-0.07888488, -0.35388626]), action=3, next_state=array([-0.04086693, -0.44643494]), reward=-0.4464349355448902)
Transition(state=array([-0.04086693, -0.44643494]), action=3, next_state=array([-0.18579627, -0.46307532]), reward=-0.4630753217710909)
Transition(state=array([-0.18579627, -0.46307532]), action=3, next_state=array([-0.30042135, -0.5134622 ]), reward=-0.5134621995192246)
Transition(state=array([-0.30042135, -0.5134622 ]), action=3, next_state=array([-0.17558106, -0.36055446]), reward=-0.3605544640879892)
Transition(state=array([-0.17558106, -0.36055446]), action=3, next_state=array([-0.32395386, -0.45789831]), reward=-0.45789830626250105)
Transition(state=array([-0.32395386, -0.45789831]), action=3, next_state=array([-0.49813861, -0.31293676]), reward=-0.4981386073644083)
Transition(state=array([-0.49813861, -0.31293676]), action=1, next_state=array([-0.47037023, -0.1521142 ]), reward=-0.47037023028766967)
Transition(state=array([-0.47037023, -0.1521142 ]), action=1, next_state=array([-0.52396964, -0.35066708]), reward=-0.5239696435958644)
Transition(state=array([-0.52396964, -0.35066708]), action=1, next_state=array([-0.38245076, -0.21583498]), reward=-0.3824507579913452)
Transition(state=array([-0.38245076, -0.21583498]), action=1, next_state=array([-0.41414472, -0.39860782]), reward=-0.41414472120826185)
Transition(state=array([-0.41414472, -0.39860782]), action=1, next_state=array([-0.29349273, -0.47299809]), reward=-0.4729980859629807)
Transition(state=array([-0.19269777,  0.25598917]), action=1, next_state=array([0.06278762, 0.37402807]), reward=-0.37402806756104545)
Transition(state=array([0.06278762, 0.37402807]), action=4, next_state=array([0.0595496 , 0.10051042]), reward=-0.10051041637421937)
Transition(state=array([0.0595496 , 0.10051042]), action=4, next_state=array([0.10612366, 0.15775382]), reward=-0.15775381781425354)
Transition(state=array([0.10612366, 0.15775382]), action=4, next_state=array([-0.06410265,  0.11652221]), reward=-0.11652220646953407)
Transition(state=array([-0.06410265,  0.11652221]), action=1, next_state=array([0.03397972, 0.00662841]), reward=-0.03397971798718978)
Transition(state=array([0.03397972, 0.00662841]), action=0, next_state=array([0.16967946, 0.07168381]), reward=-0.16967946432195702)
Transition(state=array([0.16967946, 0.07168381]), action=2, next_state=array([ 0.11450307, -0.10089363]), reward=-0.11450307165700471)
Transition(state=array([ 0.11450307, -0.10089363]), action=3, next_state=array([-0.08234371, -0.09133127]), reward=-0.09133127042665021)
Transition(state=array([-0.08234371, -0.09133127]), action=1, next_state=array([-0.01446973, -0.17064548]), reward=-0.17064548043320024)
Transition(state=array([-0.01446973, -0.17064548]), action=1, next_state=array([ 0.28320643, -0.09895538]), reward=-0.2832064269472785)
Transition(state=array([ 0.28320643, -0.09895538]), action=2, next_state=array([ 0.19078088, -0.06274037]), reward=-0.19078088388757505)
Transition(state=array([ 0.19078088, -0.06274037]), action=2, next_state=array([-0.04035984,  0.09994851]), reward=-0.09994851481367256)
Transition(state=array([-0.04035984,  0.09994851]), action=1, next_state=array([0.12142089, 0.20951108]), reward=-0.2095110817521868)
Transition(state=array([0.12142089, 0.20951108]), action=4, next_state=array([0.06157658, 0.30376798]), reward=-0.30376798035576624)
Transition(state=array([0.06157658, 0.30376798]), action=4, next_state=array([0.1136583 , 0.24778246]), reward=-0.24778246261153922)
Transition(state=array([0.1136583 , 0.24778246]), action=4, next_state=array([0.15058184, 0.17371142]), reward=-0.17371141895619305)
Transition(state=array([0.15058184, 0.17371142]), action=4, next_state=array([ 0.27356822, -0.11889149]), reward=-0.27356822292313904)
Transition(state=array([ 0.27356822, -0.11889149]), action=2, next_state=array([ 0.25621977, -0.29940367]), reward=-0.2994036685901903)
Transition(state=array([ 0.25621977, -0.29940367]), action=3, next_state=array([ 0.18197115, -0.21031651]), reward=-0.21031650755481998)
Transition(state=array([ 0.18197115, -0.21031651]), action=3, next_state=array([ 0.13593312, -0.13500412]), reward=-0.13593311887431236)
Transition(state=array([ 0.13593312, -0.13500412]), action=3, next_state=array([ 0.20843234, -0.14760352]), reward=-0.208432336347112)
Transition(state=array([ 0.20843234, -0.14760352]), action=2, next_state=array([ 0.07239236, -0.0328811 ]), reward=-0.07239235757225329)
Transition(state=array([ 0.07239236, -0.0328811 ]), action=0, next_state=array([ 0.03532571, -0.00923983]), reward=-0.035325705761215305)
Transition(state=array([ 0.03532571, -0.00923983]), action=1, next_state=array([-0.04878083,  0.18375769]), reward=-0.18375769092192587)
Transition(state=array([-0.04878083,  0.18375769]), action=4, next_state=array([-0.10806605,  0.09217247]), reward=-0.10806604994425625)
Transition(state=array([-0.10806605,  0.09217247]), action=1, next_state=array([-0.15531072, -0.036106  ]), reward=-0.15531072330920007)
Transition(state=array([-0.15531072, -0.036106  ]), action=1, next_state=array([-0.17855576, -0.1853616 ]), reward=-0.18536159707944555)
Transition(state=array([-0.17855576, -0.1853616 ]), action=1, next_state=array([-0.13247381, -0.12676064]), reward=-0.13247380836249428)
Transition(state=array([-0.13247381, -0.12676064]), action=1, next_state=array([-0.19058843, -0.24770985]), reward=-0.24770985453798713)
Transition(state=array([-0.19058843, -0.24770985]), action=1, next_state=array([-0.28273095, -0.29149344]), reward=-0.2914934422841186)
Transition(state=array([-0.28273095, -0.29149344]), action=1, next_state=array([-0.05365385, -0.45081384]), reward=-0.4508138428399402)
Transition(state=array([-0.05365385, -0.45081384]), action=3, next_state=array([-0.20936939, -0.50810286]), reward=-0.5081028581760252)
Transition(state=array([-0.20936939, -0.50810286]), action=3, next_state=array([-0.01010634, -0.5512173 ]), reward=-0.5512173038400688)
Transition(state=array([-0.01010634, -0.5512173 ]), action=3, next_state=array([ 0.12047568, -0.63315899]), reward=-0.633158987434749)
Transition(state=array([ 0.12047568, -0.63315899]), action=3, next_state=array([-0.03491685, -0.58198276]), reward=-0.5819827593549297)
Transition(state=array([-0.03491685, -0.58198276]), action=3, next_state=array([-0.03772526, -0.61292415]), reward=-0.6129241533105607)
Transition(state=array([-0.03772526, -0.61292415]), action=3, next_state=array([ 0.00310199, -0.33485052]), reward=-0.33485051833978385)
Transition(state=array([ 0.00310199, -0.33485052]), action=3, next_state=array([-0.09478792, -0.04416101]), reward=-0.0947879234549345)
Transition(state=array([-0.09478792, -0.04416101]), action=1, next_state=array([-0.1079603,  0.1509347]), reward=-0.15093470218343868)
Transition(state=array([-0.1079603,  0.1509347]), action=1, next_state=array([-0.03701284,  0.0426969 ]), reward=-0.04269689592932889)
Transition(state=array([-0.03701284,  0.0426969 ]), action=1, next_state=array([-0.04249344,  0.02180199]), reward=-0.042493442479347054)
Transition(state=array([-0.04249344,  0.02180199]), action=1, next_state=array([0.18055521, 0.19243613]), reward=-0.19243613121108136)
Transition(state=array([0.18055521, 0.19243613]), action=4, next_state=array([0.19497909, 0.07470514]), reward=-0.1949790897598462)
Transition(state=array([0.19497909, 0.07470514]), action=2, next_state=array([-0.03663763,  0.02784629]), reward=-0.03663763460619318)
Transition(state=array([-0.03663763,  0.02784629]), action=1, next_state=array([-0.10332118,  0.09996717]), reward=-0.10332117704656807)
Transition(state=array([-0.10332118,  0.09996717]), action=1, next_state=array([-0.0088392 ,  0.14193558]), reward=-0.14193558275680465)
Transition(state=array([-0.0088392 ,  0.14193558]), action=4, next_state=array([ 0.04224056, -0.07880099]), reward=-0.0788009891418354)
Transition(state=array([ 0.04224056, -0.07880099]), action=1, next_state=array([0.23347905, 0.05787608]), reward=-0.23347905031100333)
Transition(state=array([0.23347905, 0.05787608]), action=2, next_state=array([0.31685444, 0.18670996]), reward=-0.31685444225330317)
Transition(state=array([0.31685444, 0.18670996]), action=2, next_state=array([0.26300277, 0.28372232]), reward=-0.28372232154146926)
Transition(state=array([0.26300277, 0.28372232]), action=4, next_state=array([0.11735306, 0.0834076 ]), reward=-0.11735305979921049)
Transition(state=array([0.11735306, 0.0834076 ]), action=0, next_state=array([0.22853556, 0.26828639]), reward=-0.26828639348747707)
Transition(state=array([0.22853556, 0.26828639]), action=4, next_state=array([ 0.40288803, -0.02055681]), reward=-0.40288803046782184)
Transition(state=array([ 0.40288803, -0.02055681]), action=2, next_state=array([ 0.27841034, -0.00642341]), reward=-0.27841033737576926)
Transition(state=array([ 0.27841034, -0.00642341]), action=2, next_state=array([ 0.25585769, -0.1812636 ]), reward=-0.2558576944905744)
Transition(state=array([ 0.25585769, -0.1812636 ]), action=2, next_state=array([ 0.22444854, -0.08147217]), reward=-0.22444854251302607)
Transition(state=array([ 0.22444854, -0.08147217]), action=2, next_state=array([ 0.30232194, -0.12338541]), reward=-0.30232193592801826)
Transition(state=array([ 0.30232194, -0.12338541]), action=2, next_state=array([ 0.33578788, -0.08049941]), reward=-0.33578787797910914)
Transition(state=array([ 0.33578788, -0.08049941]), action=2, next_state=array([0.22412212, 0.02861435]), reward=-0.22412212129725187)
Transition(state=array([0.22412212, 0.02861435]), action=2, next_state=array([0.18213161, 0.21425969]), reward=-0.21425968855725255)
Transition(state=array([0.18213161, 0.21425969]), action=4, next_state=array([ 0.32393072, -0.00113529]), reward=-0.32393071807675344)
Transition(state=array([ 0.32393072, -0.00113529]), action=2, next_state=array([ 0.28339024, -0.11990248]), reward=-0.2833902403389653)
Transition(state=array([ 0.28339024, -0.11990248]), action=2, next_state=array([ 0.35273775, -0.21933162]), reward=-0.35273775332229207)
Transition(state=array([ 0.35273775, -0.21933162]), action=2, next_state=array([ 0.30785556, -0.11842405]), reward=-0.30785556146925486)
Transition(state=array([ 0.30785556, -0.11842405]), action=2, next_state=array([0.154637  , 0.04527451]), reward=-0.15463699723418248)
Transition(state=array([0.154637  , 0.04527451]), action=2, next_state=array([0.04938316, 0.03461158]), reward=-0.04938316008931837)
Transition(state=array([0.04938316, 0.03461158]), action=0, next_state=array([0.04247162, 0.17921035]), reward=-0.17921035080842782)
Transition(state=array([0.04247162, 0.17921035]), action=4, next_state=array([0.03922146, 0.08007961]), reward=-0.08007960998576319)
Transition(state=array([0.03922146, 0.08007961]), action=0, next_state=array([ 0.14273871, -0.06528763]), reward=-0.1427387050013617)
Transition(state=array([ 0.14273871, -0.06528763]), action=2, next_state=array([ 0.23944285, -0.2512161 ]), reward=-0.25121610322330334)
Transition(state=array([ 0.23944285, -0.2512161 ]), action=3, next_state=array([ 0.42554988, -0.16274696]), reward=-0.4255498751971475)
Transition(state=array([ 0.42554988, -0.16274696]), action=2, next_state=array([ 0.32119456, -0.14243327]), reward=-0.3211945605738352)
Transition(state=array([ 0.32119456, -0.14243327]), action=2, next_state=array([ 0.14558357, -0.11788679]), reward=-0.14558356864513491)
Transition(state=array([ 0.14558357, -0.11788679]), action=3, next_state=array([-0.01232837, -0.10265892]), reward=-0.10265891610943831)
Transition(state=array([-0.01232837, -0.10265892]), action=1, next_state=array([-0.06073989, -0.26122281]), reward=-0.26122280837992495)
Transition(state=array([-0.06073989, -0.26122281]), action=3, next_state=array([-0.01018918, -0.12096632]), reward=-0.1209663199198382)
Transition(state=array([-0.01018918, -0.12096632]), action=1, next_state=array([ 0.22286252, -0.10121839]), reward=-0.2228625209542322)
Transition(state=array([ 0.22286252, -0.10121839]), action=2, next_state=array([-0.06333378, -0.11919164]), reward=-0.11919163549767398)
Transition(state=array([-0.06333378, -0.11919164]), action=1, next_state=array([-0.09911733, -0.28236562]), reward=-0.2823656244742472)
Transition(state=array([-0.09911733, -0.28236562]), action=3, next_state=array([-0.13616455, -0.21716475]), reward=-0.21716475307488306)
Transition(state=array([-0.13616455, -0.21716475]), action=1, next_state=array([-0.19105537, -0.31557443]), reward=-0.3155744279299035)
